cohort,submission_n,submitted_utc,essay_blank,essay_chars,T1_everyday_coffee,T2_clarity_pace,T3_visual_immersion,T4_affect_stigma,T5_concepts_prior,T6_limits_friction,theme_count,themes_flagged,needs_manual_review,essay
DD,130,2026-03-17 07:36:43 UTC,0,214,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,"What stood out to me most is that organic chem has so many connections to our everyday lives, even in things such as coffee. the way the video explained it made it feel a lot more digestible and easy to understand."
DD,131,2026-03-15 10:25:46 UTC,0,38,0,1,0,0,0,0,1,T2_clarity_pace,0,It was a much more approachable video.
DD,132,2026-03-15 16:11:48 UTC,0,275,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,"What stood out to me most was how the structures are easily identifiable. Prior to this, I thought the chemical structures were really difficult to examine. However, I realized that each bond connection and end represents a carbon, and that makes things easier to understand."
DD,133,2026-03-15 17:25:58 UTC,0,22,0,0,0,1,0,0,1,T4_affect_stigma,0,I am less nervous now.
DD,134,2026-03-15 17:55:35 UTC,0,285,1,0,0,1,0,0,2,T1_everyday_coffee;T4_affect_stigma,0,"This video expanded on my perspective of organic chemistry. I used to be nervous about taking organic chemistry because it was a very unfamiliar realm to me. Now I can see how it is applicable to the real world, and that the concepts could be challenging but not as hard to understand."
DD,135,2026-03-15 18:41:44 UTC,0,158,0,0,0,1,0,0,1,T4_affect_stigma,0,I think it brought me some more comfort as I look forward to taking organic chemistry. I do appreciate how they mentioned the stigma around organic chemistry.
DD,136,2026-03-15 18:59:11 UTC,0,220,1,0,0,0,0,1,2,T1_everyday_coffee;T6_limits_friction,0,The video did a good job at connecting day to day ingredients with organic chemistry. It did not change how I think about organic chemistry very much because I've always known that it is applicable to everyday compounds.
DD,137,2026-03-15 19:38:04 UTC,0,139,0,0,0,1,0,0,1,T4_affect_stigma,0,"Not much really stood out, however, I appreciated how the video aimed to provide an intro to O chem to make students feel more comfortable."
DD,138,2026-03-15 20:24:26 UTC,0,89,0,0,0,0,0,0,0,,1,I liked how it was formatted and it allowed me to learn more about what i'm getting into.
DD,139,2026-03-15 20:46:31 UTC,0,97,0,0,1,0,0,0,1,T3_visual_immersion,0,I liked the visuals of the carbonic structures and how C was rewritten for me to understand them.
DD,140,2026-03-15 21:38:49 UTC,0,74,0,0,1,0,0,0,1,T3_visual_immersion,0,I liked the visual aspect where I can see the things he was talking about.
DD,141,2026-03-15 22:01:41 UTC,0,118,0,0,1,0,0,0,1,T3_visual_immersion,0,I think it made me realize that organic chemistry is a LOT to do with visualization and the actual shape of molecules.
DD,142,2026-03-15 22:35:13 UTC,0,111,0,0,1,0,0,0,1,T3_visual_immersion,0,I liked how interactive it was and the use of moving diagrams to draw attention to what we needed to note down.
DD,143,2026-03-15 22:41:17 UTC,0,285,0,0,0,1,0,0,1,T4_affect_stigma,0,"What stood out to me the most about the video is the perspective it placed on me about organic chemistry. I have always been scared about taking the class because I always hear negative things about it and how hard it is, but this has made it a little more bearable to look forward to."
DD,144,2026-03-15 22:57:02 UTC,0,176,0,0,0,0,0,0,0,,1,"The length of the video stood out to me the most because it was short but it covered a decent amount of material. After watching the video, organic chemistry seems more doable."
DD,145,2026-03-15 23:06:40 UTC,0,151,0,0,0,1,0,0,1,T4_affect_stigma,0,After watching the video I am still nervous to take it because there is a lot I am confused on and feel like it will take me a long time to understand.
DD,146,2026-03-15 23:16:28 UTC,0,138,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,"I really liked the drawings, learning visually is really helpful. It made me realize organic chemistry might not be as scary as I thought."
DD,147,2026-03-16 00:17:29 UTC,0,115,0,0,0,0,1,0,1,T5_concepts_prior,0,"Nothing in particular stood out, but having no experience with chem, I didn't realize how much carbon was involved."
DD,148,2026-03-16 01:26:04 UTC,0,391,0,0,0,0,1,1,2,T5_concepts_prior;T6_limits_friction,0,"To be honest, nothing really stood out to be about this video as it is pretty standard for informational videos, maybe even a little outdated. As someone who didn't really enjoy the content of BE but has always enjoyed the intersection of bio and chem, plus being someone who enjoyed 14AE, I am excited to move on to organic chemistry so I didn't really need convincing to change my mindset."
DD,149,2026-03-16 01:55:41 UTC,0,56,1,0,0,0,0,0,1,T1_everyday_coffee,0,The explanations of how organic molecules make up coffee
DD,150,2026-03-16 02:26:59 UTC,0,307,1,0,0,0,0,0,1,T1_everyday_coffee,0,"What stood out to me most about this video was the fact that o rganic molecules in coffee are typically responsible for the s mell of coffee, t aste of coffee, and s timulant effects. This broadened my perspective about organic chemistry by reminding me of the subject's application to real-world scenarios."
DD,151,2026-03-16 03:10:42 UTC,0,357,0,0,0,0,0,1,1,T6_limits_friction,0,"Nothing really stood out to me about this video. I honestly think trying to make students think the chemistry series here isnt hard is just going to trick them. The chem series is hard, the department doesnt need to lie. Maybe make organic chemistry more appealing by focusing more on why taking the class is useful, such as the MCAT or real word scenarios."
DD,152,2026-03-16 03:23:39 UTC,0,178,0,0,0,0,1,0,1,T5_concepts_prior,0,I didn't know that organic chemistry was the study of carbon based molecules so that seems like very basic information about organic chemistry that it's important for me to know.
DD,153,2026-03-16 03:23:38 UTC,0,161,0,0,0,0,1,0,1,T5_concepts_prior,0,I didn't know that ochem was about carbon based molecules so it gave me some insight to what the class will even be about. It doesn't seem extremely challenging.
DD,154,2026-03-16 18:08:56 UTC,0,169,0,0,0,0,1,0,1,T5_concepts_prior,0,"I didn't know that the drawings in organic chemistry were so intricate, and this made me think how much you can learn about a molecule from the drawing of its structure."
DD,155,2026-03-16 04:43:37 UTC,0,212,1,0,0,1,0,0,2,T1_everyday_coffee;T4_affect_stigma,0,"What stood out to me the most is how organic chemistry is all around us and a part of our daily life. I enjoyed that they described OChem into thing we know about already, making the topic seem less intimidating."
DD,156,2026-03-16 05:06:38 UTC,0,139,0,0,0,0,0,0,0,,1,"Understanding more about what ""organic chemistry"" really is rather than just a daunting term that many pre-med students have to face (lol)."
DD,157,2026-03-16 05:07:44 UTC,0,2,0,0,0,0,0,1,1,T6_limits_friction,0,NA
DD,158,2026-03-16 05:28:00 UTC,0,455,0,0,1,1,1,0,3,T3_visual_immersion;T4_affect_stigma;T5_concepts_prior,0,"I think something that stood out to me most about this video was how the organic molecules are shown visually and explained at the same time. Often times you are only given one way of looking at a way a molecule is drawn, however this video shows how you can look at it and understand it in a different way. It did change the way i think of organic chemistry by making it seem less scarier, seeing what organic chemistry is about helped me be less scared."
DD,159,2026-03-18 06:01:48 UTC,0,83,0,0,0,0,0,0,0,,1,I found it interesting how we don't label hydrogens when drawing the molecules out.
DD,160,2026-03-16 05:48:46 UTC,0,261,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I think the real world application that related organic chemistry and coffee allowed me to think about how organic chemistry can apply to our everyday lives, when prior to the video I saw it as something I wouldn't be able to use anywhere else except for class."
DD,161,2026-03-16 23:44:56 UTC,0,121,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,I liked the visuals that were shown in the video. It made me feel more comfortable with learning about organic chemistry.
DD,162,2026-03-18 02:44:11 UTC,0,63,0,0,0,0,1,0,1,T5_concepts_prior,0,I didnt know that organic chemistry was about carbon molucules.
DD,163,2026-03-16 06:15:39 UTC,0,83,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I liked that they used the example of coffee, cause it's relative to everyday life."
DD,165,2026-03-16 06:42:08 UTC,0,30,1,0,0,0,0,0,1,T1_everyday_coffee,0,I like the coffee and carbons.
DD,166,2026-03-16 07:36:48 UTC,0,109,1,0,0,0,0,0,1,T1_everyday_coffee,0,It made ochem seem slightly less daunting by showing that it is actually just application of prior knowledge.
DD,167,2026-03-16 09:45:54 UTC,0,163,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I wouldn't say that is necesaarily changed the way I think about organic chemistry, but i think that the real world analogies helped make it a bit more digestable."
DD,168,2026-03-16 16:50:04 UTC,0,100,0,0,0,1,0,0,1,T4_affect_stigma,0,"The light-hearted atmosphere created in the video, it somehow smooth down my nervousness for o-chem."
DD,169,2026-03-16 17:31:11 UTC,0,42,1,0,0,0,0,0,1,T1_everyday_coffee,0,How organic chemistry is in everyday life.
DD,170,2026-03-16 17:28:34 UTC,0,67,0,0,0,1,0,0,1,T4_affect_stigma,0,"I think it was extremely easy, and it made me less scared of Ochem."
DD,171,2026-03-19 05:53:30 UTC,0,657,1,0,0,1,1,0,3,T1_everyday_coffee;T4_affect_stigma;T5_concepts_prior,0,"I didn't know the actual definition of what organic chemistry was before watching the video, so that stuck out to me, but all of the other concepts in the video I was already familiar with from previous biology and chemistry courses I've taken. Also, I know it was probably supposed to make me feel less nervous about taking organic chemistry, but honestly, the fact that a video needed to be made specifically to tell us not to be afraid of organic chemistry reinforced to me that I definitely need to be afraid of taking organic chemistry... It was a good video though, and clearly explained what organic chemistry is and how it relates to the real world."
DD,172,2026-03-20 22:43:28 UTC,0,74,0,0,0,0,0,0,0,,1,"How easy it was to understand, and the info was communicated very clearly."
DD,173,2026-03-16 18:55:40 UTC,0,179,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,"I liked how the background and set was engaging. On a chemistry note, I also liked how it was connected to coffee and its smell, something many don't realize its chemistry behind."
DD,174,2026-03-16 20:11:33 UTC,0,342,0,0,0,1,1,0,2,T4_affect_stigma;T5_concepts_prior,0,"What stood out to me about this video was how calming and reassuring both presenters were when explaining Ochem. I also really appreciated how detailed they were when representing bonds, the definition of ochem, and the structures of atoms because it feels super realisitic and actually helpful rather than shoving information down my throat."
DD,176,2026-03-17 08:08:15 UTC,0,191,0,0,1,0,0,0,1,T3_visual_immersion,0,"I noticed how it was slowly explained, and also lots of visual explanations of the concepts which were helpful. I also noticed the unecessary and repetitive music throughout the entire video."
DD,177,2026-03-16 21:33:27 UTC,0,116,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,It was interesting to see the ways organic chemistry can explain the way our brain receptors are affected by things.
DD,178,2026-03-16 22:05:08 UTC,0,227,0,0,0,1,0,0,1,T4_affect_stigma,0,I think what stood out to me about this video is that it just gave me more information about organic chem. it has always just been a topic that i was scared to know more about because of how hard they say it is but this helped.
DD,179,2026-03-18 03:50:16 UTC,0,74,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,that coffee is the study of carbon molecules i didnt know this beforehand.
DD,180,2026-03-18 08:16:50 UTC,0,124,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,"What stood out was the way they summarized what organic chemistry is, it sounds hard, but it's not so bad after watching it."
DD,181,2026-03-16 22:31:57 UTC,0,69,0,0,0,0,1,0,1,T5_concepts_prior,0,I think it helped me to kind of figure out what organic chemistry is.
DD,182,2026-03-17 02:11:44 UTC,0,188,0,0,0,1,0,0,1,T4_affect_stigma,0,What stood out to me the most was the statement that organic chemistry at UCLA is not as daunting and dreadful as many make it out to be and that it is actually interesting to learn about.
DD,184,2026-03-16 23:59:35 UTC,0,136,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,The cafe was a silly but effective idea that made ochem seem approachable and also demonstrate real life examples of chemical compounds.
DD,185,2026-03-16 23:53:05 UTC,0,122,1,0,0,0,0,0,1,T1_everyday_coffee,0,I really liked how it was compared to everyday items such as coffee which helped make this easier to learn and understand.
DD,186,2026-03-17 00:08:58 UTC,0,149,0,0,0,0,1,0,1,T5_concepts_prior,0,"I liked the way organic chemistry was presented, though it seems memorization-heavy, I also like that it seems less math-heavy than gen chem 1 and 2."
DD,187,2026-03-17 03:24:22 UTC,0,230,0,0,0,0,1,0,1,T5_concepts_prior,0,I was a bit relieved to hear that organic chemistry is centered mainly around carbon and carbon-based molecules. This makes the work and problems that we have gone over in 14B and 14A a lot easier to remember and reference in 14C.
DD,188,2026-03-17 03:53:52 UTC,0,144,0,0,0,1,1,0,2,T4_affect_stigma;T5_concepts_prior,0,"I think they explained in a way that made them look positive so it didn't seem as bad. However, general chemistry is really hard so I am scared."
DD,189,2026-03-17 04:08:08 UTC,0,50,0,0,0,1,0,0,1,T4_affect_stigma,0,It made me less nervous to take organic chemistry.
DD,190,2026-03-17 04:42:45 UTC,0,98,0,0,0,1,0,0,1,T4_affect_stigma,0,I have heard from others that O chem is a challenge so when i watch the video i will be comforted.
DD,191,2026-03-17 04:52:08 UTC,0,51,1,0,0,0,0,0,1,T1_everyday_coffee,0,It was cool learning about a real world application
DD,192,2026-03-19 08:20:15 UTC,0,132,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,Everything in the video stood out to me. I had no clue what organic chemistry was so it was great to get a brief introduction to it.
DD,193,2026-03-17 12:17:24 UTC,0,197,0,0,0,1,0,0,1,T4_affect_stigma,0,"I really liked the way they explained organic chemistry to make it seem less mysterious and therefore more scary. Though I am still scared to take the subject, it definitely eased my worries a bit!"
DD,194,2026-03-20 00:36:03 UTC,0,162,1,0,0,0,0,1,2,T1_everyday_coffee;T6_limits_friction,0,What stood out to me was the application of organic chemistry to what people interact with daily -- coffee. It did not change how I think about organic chemistry.
DD,195,2026-03-17 22:03:30 UTC,0,94,0,0,0,0,1,0,1,T5_concepts_prior,0,What stood out to me is the definition of organic chemistry. But it didn't really change much.
DD,196,2026-03-17 23:23:13 UTC,0,98,1,0,0,0,0,0,1,T1_everyday_coffee,0,I thought it was interesting to learn about the organic chemistry of coffee because I love coffee.
DD,197,2026-03-17 23:27:08 UTC,0,42,0,1,0,0,0,0,1,T2_clarity_pace,0,I liked that the video was at a good pace.
DD,198,2026-03-18 00:25:18 UTC,0,257,0,1,0,0,0,0,1,T2_clarity_pace,0,I liked how the video explained the points in a concise manner but I was still able to understand the main points. It wasn't too brief or too in depth. It made me realize that organic chemistry doesn't seem as complicated as I might have previously thought.
DD,199,2026-03-18 01:48:54 UTC,0,208,1,0,0,0,1,0,2,T1_everyday_coffee;T5_concepts_prior,0,"What stood out to me is that it showed me how many carbon molecules, in particular, affect the world around us. It helped me change the way I saw organic chemistry because it showed me how broad the topic is."
DD,200,2026-03-18 01:52:31 UTC,0,74,0,0,1,0,0,0,1,T3_visual_immersion,0,That it was very interactive and it helped because I am a visual learner .
DD,201,2026-03-18 02:47:18 UTC,0,142,0,0,1,1,0,0,2,T3_visual_immersion;T4_affect_stigma,0,"I like that they tell me there is nothing to fear. I feel less fearful... I also like how the animations move, it makes it easier to visualize"
DD,202,2026-03-18 02:50:21 UTC,0,238,0,0,0,1,0,0,1,T4_affect_stigma,0,"the video made organic chemistry feel more intuitive and less intimidating. It shifted my thinking from memorization to understanding, and helped me see how mastering the basic rules can make more complex concepts much easier to approach."
DD,203,2026-03-18 05:13:29 UTC,0,153,0,0,0,0,0,0,0,,1,"I think just the way the information was presented was really helpful since I know just hearing the words ""organic chemistry"" can feel very overwhelming."
DD,204,2026-03-18 04:54:37 UTC,0,91,1,0,0,0,0,0,1,T1_everyday_coffee,0,Connecting it to coffee made it seem less complex and showed that it related to everything.
DD,205,2026-03-20 18:06:07 UTC,0,89,0,0,1,0,0,0,1,T3_visual_immersion,0,"I really liked the immersive format, I now see organic chemistry as a fun thing to learn."
DD,206,2026-03-18 22:32:53 UTC,0,302,0,1,0,0,0,0,1,T2_clarity_pace,0,"What stood out to me were the examples they used. Althoguh they were simple, they showcased a lot of what organic chemistry entails and how important it is to learn the subject. This changed how I percieve organic chemistry, going from a difficult class to now one I look foward to taking next quarter."
DD,207,2026-03-19 00:40:20 UTC,0,150,0,0,0,1,0,0,1,T4_affect_stigma,0,I thought this video introduced organic chemistry in a friendly way. I wasn't too nervous about organic chemistry and feel more enlightened by it now.
DD,208,2026-03-19 06:18:49 UTC,0,208,0,0,0,1,1,0,2,T4_affect_stigma;T5_concepts_prior,0,I appreciated how they began by saying that mant fear orgnaic chemistry but to not worry. I feel slightly more confident than I did before because of how they described organic chemistry as just about carbon.
DD,209,2026-03-19 06:48:51 UTC,0,330,1,0,0,1,1,1,4,T1_everyday_coffee;T4_affect_stigma;T5_concepts_prior;T6_limits_friction,0,"Even though we were primarily introduced to bond-line structures in CHEM 14AE, I has amazed by the in-depth explaininagtion and complexity of bond-line stuctures and how it is really the study of how these molecules affect everyday life. Though, it did not change my view on Organic Chemistry, it does ease my nerves a little bit."
DD,210,2026-03-19 23:16:07 UTC,0,349,1,1,0,1,0,1,4,T1_everyday_coffee;T2_clarity_pace;T4_affect_stigma;T6_limits_friction,0,"I don't particularly resonate with real world examples, as in, they dont necessarily improve my learning or my interest. Therefore, there was nothing tha particularly stood outto me and didn't change how I viewed organic chemistry, especially since this is the most simple topic there is and doesn't cover what makes organic chemistry hard or scary."
MQ,1,2026-03-17 05:34:05 UTC,0,363,0,1,0,1,1,0,3,T2_clarity_pace;T4_affect_stigma;T5_concepts_prior,0,"What stood out to me was the structure of organic molecules. It was interesting to see how to write combounds in a more simplified manner. Doing this used to look scary, but after watching the video it seems easier and more straightforward than I originally thought. I am still nervous about taking this course, but I belive with persistant effort I will succeed."
MQ,2,2026-03-11 06:06:16 UTC,0,443,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,"What stood out to me about this video is that the speakers were reassuring and made me feel more uncomfortable about not understanding organic chemistry right away, whereas a lot of other videos will jump straight in and make everything seem complex, making me feel like I am not smart enough. This video however, not only made me feel validated but also gave a simple and straightfoward introduction to multiple concepts in organic chemistry."
MQ,3,2026-03-10 19:34:20 UTC,0,668,1,1,1,0,0,0,3,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion,0,"This was such an exciting way to be introduced to organic chemistry! I would say the combination of the immersion and minimalist formats made this video so much more engaging. Instead of the presenters talking to the audience as if they are simply, well an audience, the cafe setting gives the audience (or at least me) the perception that I am at the cafe, increasing my focus. I also appreciate that the concepts were presented in a straightforward way (no overwhelming/dense content, easy to understand language, enthusiatic tone, etc.). While I know organic chemistry won't always be this exciting, it does make me wish there was a video like this for every topic!"
MQ,4,2026-03-14 08:12:16 UTC,0,401,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,"One thing that stood out to me in the video was how organic molecules in coffee are responsible for smell, taste, and stimulant effects. It was interesting because when I think of ochem, I really only think about molecule diagrams and symbols, so it was particularly interesting to see the content be applied to real-life scenarios and how it is responsible for things that may affect us in our lives."
MQ,5,2026-03-11 18:19:07 UTC,0,387,1,0,1,1,1,0,4,T1_everyday_coffee;T3_visual_immersion;T4_affect_stigma;T5_concepts_prior,0,"The amount of visuals that was present in the video stood out to me. I am a visual learner, therefore, the visuals of the molecular breakdown of carbon-based molecules and connection to real-world examples (coffee), kept me visually engaged and enhanced my learning. It influenced the way I think about organic chemistry, as I realized it wasn't as intimidating was I originally thought."
MQ,6,2026-03-10 20:36:15 UTC,0,589,0,0,1,0,1,0,2,T3_visual_immersion;T5_concepts_prior,0,"What stood out to me the most about this video was the complexity and 3D nature of organic chemistry via wedges and hashes, in which it helped me realize that molecules aren't simply flat drawings on a page but instead represent physical objects with distinct, specific shapes and conformations that enable the formation of such incredibly intricate carbon-based structures in the natural world. It offered greater excitement for the implications of honing one's understanding of the greater operations of life and carbon-based structures through a strong. foundation in organic chemistry."
MQ,7,2026-03-11 05:21:25 UTC,0,305,1,0,0,1,0,0,2,T1_everyday_coffee;T4_affect_stigma,0,"What stood out to me most about this video is that they approached learning organic chemistry as something fun rather than stressful, and that helped me be less nervous about taking it. I also really enjoyed that they approached it from a useful point of view and how it actually relates to our real life."
MQ,8,2026-03-19 23:52:58 UTC,0,25,0,0,0,0,0,0,0,,1,I really liked the format
MQ,9,2026-03-11 22:15:53 UTC,0,273,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,"The video explained difficult concepts in simple ways that changed the way I percieve organic chemistry. Initially, I found organic chemistry very intimidating, however now I am more interested and have hope that I will be able to understand if taught thoroughly like this."
MQ,10,2026-03-10 23:40:22 UTC,0,264,0,0,1,0,0,0,1,T3_visual_immersion,0,What stood out to me was the visualization of explaining organic chemistry as I heard the explanation of the topic while seeing the structures and visualizations at the same time which is pretty helpful and changed the way I think about learning organic chemistry.
MQ,11,2026-03-12 23:38:43 UTC,0,170,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,I liked how the video included 3D depictions of each molecule in coffee because it made it easier to visualize how the wedges and dashes aligned with the actual 3D model.
MQ,12,2026-03-11 07:24:16 UTC,0,320,0,0,1,0,1,0,2,T3_visual_immersion;T5_concepts_prior,0,"What stood out the most to me was that organic chemistry could be understood seperately from general chemistry, of course not entirely, but it focuses on little to no math. I appreciate the visualizations (i.e, molecular structures, 3D models, etc.) in the course content because I find concepts more enjoyable that way."
MQ,13,2026-03-13 03:47:15 UTC,0,255,0,0,0,1,0,0,1,T4_affect_stigma,0,"It introduced chemsitry in a fun tone rather than the typical scary tone associated with it. It helped me see its not as bad as people amke it seem, rather its the mindset making it difficult. You need to familiarize and have fun with the topics to learn."
MQ,14,2026-03-14 17:01:42 UTC,0,210,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I think that applying the concepts to a real world idea (coffee) helped me to understand the topics better. If i am able to connect what I am learning to real world ideas, I can understand why i am studying it."
MQ,15,2026-03-12 21:45:12 UTC,0,369,1,1,1,0,1,0,4,T1_everyday_coffee;T2_clarity_pace;T3_visual_immersion;T5_concepts_prior,0,"What stood out to me most was how organic chemistry is mainly about carbon and how molecules are structured. I didn’t realize how much information simple drawings like line structures can show. It made me think about organic chemistry as more visual and connected to everyday things like caffeine in coffee, which made it feel more interesting and easier to understand."
MQ,16,2026-03-10 19:24:03 UTC,0,164,1,0,0,0,0,0,1,T1_everyday_coffee,0,I really enjoyed the connection to the real world. It made me more interested in organic chemistry because I saw how it worked in relation to physiology and coffee.
MQ,17,2026-03-11 19:11:39 UTC,0,180,0,0,0,1,0,1,2,T4_affect_stigma;T6_limits_friction,0,It did not really change it as a lot of the information provided was pretty basic and common knowledge. It also did not really dissuade the assertion that Ochem is a weeder course.
MQ,18,2026-03-12 03:59:05 UTC,0,97,0,1,0,0,0,0,1,T2_clarity_pace,0,"The style of the video made organic chemistry a little more understandable and matbe sort of fun,"
MQ,20,2026-03-12 17:30:42 UTC,0,104,1,0,0,0,0,0,1,T1_everyday_coffee,0,"What stood out to me was how chemistry is related to real life. For example, when they mentioned coffee."
MQ,21,2026-03-19 19:39:17 UTC,0,70,1,0,0,0,0,0,1,T1_everyday_coffee,0,I did not realize that smell results from organic molecules receptors.
MQ,22,2026-03-13 01:43:36 UTC,0,248,0,0,0,1,0,0,1,T4_affect_stigma,0,"What stood out to me the most is how much organic chemistry affects our daily lives. It still is an intimidating topic for me, but after watching this video I learned to just enjoy learning it rahter than stressing over the content in the future. `"
MQ,23,2026-03-12 17:21:54 UTC,0,404,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,"I think what stood out to me most about this video is how simple and meaningful OCHEM is in our lives. At first hearing and thinking of taking organic chemistry scared me especially because everyone around me dreaded the class and i heard it was a nightmare, but not looking at the video and getting more knowledge about what it is made me not be so scared about it. Honestly, I will not know till I try."
MQ,24,2026-03-14 07:16:34 UTC,0,133,1,0,0,0,0,0,1,T1_everyday_coffee,0,"how organic molecules are involved in everyday life in ways we don't even think about. Yes, it seems more interesting and applicable."
MQ,25,2026-03-11 06:52:47 UTC,0,34,0,0,1,0,0,0,1,T3_visual_immersion,0,I liked the animations and visuals
MQ,26,2026-03-17 23:04:06 UTC,0,219,0,0,0,0,0,0,0,,1,"What stood out to me most would have to be the person's enthusiasm about the topic of organic chemistry. Usually when people talk about it, people negatively talk about their experience but I am intrigued to learn more."
MQ,27,2026-03-16 10:06:07 UTC,0,101,0,1,1,0,0,0,2,T2_clarity_pace;T3_visual_immersion,0,"The simple visual examples. It didn't have a lot of stuff, so it didn't look too complicated to read."
MQ,28,2026-03-10 21:33:48 UTC,0,416,1,0,0,0,0,0,1,T1_everyday_coffee,0,What stood out to me the most about this video was the part where they talked about coffee. I knew that chemistry was something we'd see in our daily life but I never connected it to something as usual as coffee. It did change the way I though about organic chemistry because I assumed chemistry was in more complex aspects of our lives but to see that it's in something most of us drink everyday kind of shocked me.
MQ,29,2026-03-10 19:24:10 UTC,0,96,1,1,0,0,0,0,2,T1_everyday_coffee;T2_clarity_pace,0,I liked how they explained everything in simple terms and related it back to a real world topic.
MQ,30,2026-03-12 18:53:22 UTC,0,491,1,1,0,0,1,0,3,T1_everyday_coffee;T2_clarity_pace;T5_concepts_prior,0,"What stood out to me the most was learning about simplified structures, like knowing that even when no element is labeled, we can tell that Carbon is where bonds connect and end. Overall, there are 4 bonds, so any unfulfilled label should have however many Hydrogen bonds attached, which explains the simplified structure of just two lines. It also stood out to me how a real-world example, coffee, was explained, and the molecular concepts were broken down and related to organic chemistry."
MQ,31,2026-03-12 00:08:21 UTC,0,130,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I liked how they connected organic chemistry to things like coffee, because before I did not understand the real world connection."
MQ,32,2026-03-11 03:38:34 UTC,0,347,0,1,1,0,1,0,3,T2_clarity_pace;T3_visual_immersion;T5_concepts_prior,0,"I think the thing that stood out to me the most about this video was how simply they explained such complex topics like the dashes and wedges and carbon using simple termionology. It did change how I thought about organic chemistry in a way because it looks super daunting but after watching this video, it definitely changed my persepctive on it."
MQ,33,2026-03-14 05:54:40 UTC,0,308,0,1,0,1,0,0,2,T2_clarity_pace;T4_affect_stigma,0,Well to be honesty I really didn't know anything about organic chemistry before watching the video. I had only ever heard about how hard of a class it was. The biggest thing that stood out to me was that he was able to explain it in a relatively simply way and it makes me less nervous for organic chemistry.
MQ,34,2026-03-10 23:34:26 UTC,0,267,1,0,0,0,0,0,1,T1_everyday_coffee,0,"How different components of organic chemistry contribute to the smell, taste, and effects of coffee, and how they can change our taste and smell receptors. This made me think about organic chemistry in a real-world context, in the context of a beverage I drink daily."
MQ,35,2026-03-14 23:36:31 UTC,0,249,1,0,0,0,0,0,1,T1_everyday_coffee,0,"I already have studied much of organic chemistry on my own, so nothing was really surprising to me. I think the most useful thing for me was the real-world connections, which is going to make me more aware of the organic chemicals in my environment."
MQ,36,2026-03-11 01:16:20 UTC,0,30,0,0,1,0,0,0,1,T3_visual_immersion,0,The diagrams of the molecules.
MQ,37,2026-03-11 23:33:53 UTC,0,396,1,1,0,1,0,0,3,T1_everyday_coffee;T2_clarity_pace;T4_affect_stigma,0,"I really liked how straightforward this video was and how it introduced what organic chemistry actually is, then walked us through the main ideas step by step. I also liked how organic chemistry was connected to a real-world example, like coffee, because it showed how relevant this concept is in our everyday lives. I think this video made me a little less intimidated and excited to learn more."
MQ,38,2026-03-17 02:00:08 UTC,0,102,1,0,0,0,0,0,1,T1_everyday_coffee,0,I liked that it connected to real-world topics. It made ochem seem less daunting and more interesting.
MQ,39,2026-03-11 19:39:58 UTC,0,109,1,0,1,0,0,0,2,T1_everyday_coffee;T3_visual_immersion,0,"I liked the visuals that it provided, because it helped me visualize chemistry from a real world perspective."
MQ,40,2026-03-14 01:23:05 UTC,0,46,0,0,0,0,1,0,1,T5_concepts_prior,0,How to draw the structures of carbon molecules
MQ,41,2026-03-10 18:30:13 UTC,0,201,0,0,0,0,0,0,0,,1,"What stood out the most was the new design of the chemical structures, which I had seen before but did not understand completely. I am now a lot more confident in being able to learn organic chemistry."
MQ,42,2026-03-20 04:26:38 UTC,0,58,0,1,0,0,1,0,2,T2_clarity_pace;T5_concepts_prior,0,I didn't know what the simple carbon drawings were before.
MQ,43,2026-03-20 04:19:44 UTC,0,145,0,1,1,1,0,0,3,T2_clarity_pace;T3_visual_immersion;T4_affect_stigma,0,"The diagrams stood out to me the most, I felt that images like that were intimidating but once they got explained it was easy to understand them."
